employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
65279,Technology,region_13,Bachelor's,f,sourcing,1,29,3,3,0,0,73
13071,Procurement,region_7,Bachelor's,m,sourcing,1,31,5,3,1,0,74
42943,Operations,region_22,Bachelor's,m,referred,1,27,5,2,1,0,61
53565,Sales & Marketing,region_2,Master's & above,f,other,1,54,1,19,0,0,50
78268,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,48,1,9,0,0,45
22296,Operations,region_22,Bachelor's,m,sourcing,1,38,3,10,0,0,59
34187,Analytics,region_2,Master's & above,m,other,3,53,4,12,0,0,88
14543,Procurement,region_2,Master's & above,f,other,1,41,3,11,0,0,72
33067,Technology,region_31,Master's & above,m,sourcing,3,38,3,9,0,0,76
41505,Procurement,region_31,Bachelor's,f,sourcing,1,39,5,6,1,0,65
28934,Sales & Marketing,region_9,Master's & above,m,other,1,29,3,4,0,0,66
56200,Sales & Marketing,region_7,Master's & above,f,sourcing,1,35,3,10,1,0,51
6939,Technology,region_2,Master's & above,m,other,1,57,2,15,0,0,77
6396,Operations,region_2,Bachelor's,f,other,1,51,4,4,1,0,60
66067,Sales & Marketing,region_11,Master's & above,m,other,1,57,3,30,0,0,44
57451,Procurement,region_2,Bachelor's,m,other,1,57,3,23,0,0,71
44260,R&D,region_22,Bachelor's,m,sourcing,2,31,4,6,0,0,79
46838,Procurement,region_2,Bachelor's,m,other,4,51,3,12,0,0,70
40269,Analytics,region_27,Bachelor's,m,sourcing,1,32,3,7,0,0,87
44393,Procurement,region_2,Master's & above,f,sourcing,1,39,3,7,1,0,72
67797,Operations,region_23,Master's & above,f,sourcing,1,32,3,3,1,0,60
64239,Analytics,region_9,Master's & above,m,other,1,30,4,3,1,0,87
22712,Sales & Marketing,region_32,,f,other,1,29,,1,0,0,50
22880,Operations,region_4,Bachelor's,m,other,1,29,4,5,0,0,63
56167,Technology,region_23,Bachelor's,f,other,1,31,1,7,0,0,78
13910,Analytics,region_7,Master's & above,m,sourcing,2,32,5,5,1,0,92
61972,Technology,region_7,Bachelor's,m,other,1,42,4,3,0,0,77
9528,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,30,3,4,0,0,51
20987,Finance,region_8,Bachelor's,m,other,1,31,4,4,0,0,60
17181,Procurement,region_10,Master's & above,m,sourcing,1,29,3,5,1,0,68
58105,Analytics,region_14,Bachelor's,m,other,1,27,3,3,1,0,84
23886,Procurement,region_22,Bachelor's,m,other,1,27,3,2,0,0,70
24198,Technology,region_26,Bachelor's,m,other,1,24,3,2,0,0,83
63755,Technology,region_26,Bachelor's,m,other,1,31,,1,0,0,74
25821,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,55,3,4,0,0,49
6005,Technology,region_2,Master's & above,m,other,1,43,3,4,0,0,79
44969,HR,region_7,Master's & above,f,sourcing,1,33,5,8,0,0,52
25125,Legal,region_2,Bachelor's,m,other,1,45,4,6,0,0,59
15169,Procurement,region_2,Bachelor's,m,other,4,32,3,3,0,0,69
71501,Operations,region_29,Bachelor's,f,other,1,30,3,7,0,0,55
33314,Sales & Marketing,region_2,Bachelor's,f,other,2,35,3,5,0,0,48
66907,Analytics,region_8,Bachelor's,m,other,1,31,2,4,1,0,81
11899,HR,region_2,Bachelor's,f,referred,1,25,,1,0,0,52
47935,Procurement,region_28,Bachelor's,f,other,2,28,,1,0,0,66
40054,Analytics,region_30,Bachelor's,m,sourcing,2,30,4,6,1,0,85
44772,Operations,region_11,Master's & above,m,sourcing,1,33,3,10,1,0,58
9671,Operations,region_31,Below Secondary,m,sourcing,1,25,3,3,0,0,57
12532,Analytics,region_26,Bachelor's,m,sourcing,1,30,5,4,0,0,82
17834,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,25,1,1,0,0,44
22426,Legal,region_11,Bachelor's,m,sourcing,1,29,,1,0,0,64
13152,Sales & Marketing,region_13,Master's & above,m,sourcing,2,45,3,3,0,0,49
29879,Sales & Marketing,region_19,Bachelor's,m,other,1,46,5,18,0,0,51
8254,Technology,region_11,Master's & above,f,other,2,33,4,7,1,0,82
27786,Sales & Marketing,region_11,Bachelor's,m,other,1,35,3,10,0,0,47
54853,Procurement,region_22,Master's & above,m,other,1,42,4,13,0,0,73
14226,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,52,5,16,1,0,53
3064,Procurement,region_2,Bachelor's,m,other,1,28,3,8,0,0,70
50722,Sales & Marketing,region_6,Bachelor's,f,other,1,29,5,5,0,0,51
4907,Procurement,region_7,Master's & above,m,other,1,40,4,6,0,0,67
60616,Technology,region_16,Bachelor's,m,other,1,36,4,4,0,0,77
1037,Procurement,region_26,Bachelor's,m,sourcing,2,28,5,1,0,0,71
3795,Analytics,region_29,Bachelor's,m,sourcing,1,30,5,4,1,0,85
14042,Sales & Marketing,region_13,,m,other,1,39,4,4,1,0,49
10332,Finance,region_26,Bachelor's,m,other,1,23,,1,0,0,58
25851,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,39,5,8,1,0,47
76137,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,24,3,2,0,0,49
12310,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,24,,1,0,0,49
78244,Operations,region_7,Master's & above,m,sourcing,1,37,5,11,0,0,62
52054,Finance,region_26,Bachelor's,f,other,1,28,3,4,0,0,59
15489,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,31,3,3,0,0,49
2211,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,29,4,7,1,0,56
40039,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,34,3,7,1,0,47
8043,Sales & Marketing,region_22,Master's & above,m,other,2,33,3,7,0,0,52
66987,HR,region_23,Bachelor's,m,other,1,32,3,3,0,0,54
59953,Procurement,region_13,Master's & above,f,sourcing,1,31,3,7,0,0,65
31662,Operations,region_22,Bachelor's,f,referred,2,35,5,8,1,0,58
47120,Finance,region_2,Bachelor's,m,sourcing,1,33,5,3,1,1,60
75960,Sales & Marketing,region_2,Bachelor's,f,other,1,37,5,4,0,0,48
10852,Sales & Marketing,region_3,Bachelor's,m,other,1,36,3,9,0,0,48
24791,Sales & Marketing,region_4,Bachelor's,m,other,1,28,,1,0,0,50
16996,Operations,region_31,Master's & above,m,other,1,38,4,2,0,0,77
45647,Legal,region_26,Bachelor's,m,other,1,33,2,5,1,0,53
2647,Sales & Marketing,region_29,Master's & above,m,sourcing,1,40,3,7,0,0,49
71121,Analytics,region_26,Bachelor's,m,sourcing,1,32,3,6,1,0,86
11088,Technology,region_26,Bachelor's,f,other,1,27,3,2,1,0,78
29642,Operations,region_7,Master's & above,f,sourcing,1,43,4,10,0,0,56
72998,Operations,region_2,Master's & above,m,other,1,32,3,8,0,0,56
55551,Procurement,region_2,Bachelor's,m,sourcing,3,33,4,3,0,0,67
9091,Finance,region_31,Master's & above,m,sourcing,1,31,1,3,0,0,60
40013,Procurement,region_31,Master's & above,m,other,1,42,5,3,1,0,69
51382,Procurement,region_11,Bachelor's,m,sourcing,1,28,3,6,0,0,68
67915,Operations,region_8,Master's & above,f,other,1,38,4,10,0,0,58
57208,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,34,5,8,1,0,48
77191,Operations,region_15,Master's & above,m,sourcing,1,51,4,5,0,0,65
53004,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,27,3,3,0,0,52
56617,Sales & Marketing,region_14,Bachelor's,m,other,1,36,5,8,0,0,47
22194,Sales & Marketing,region_16,Bachelor's,m,other,1,36,3,9,0,0,47
62659,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,41,3,11,0,0,45
15579,Procurement,region_2,Bachelor's,f,other,1,27,4,3,0,0,70
8170,Technology,region_2,Bachelor's,m,other,1,25,1,3,1,0,80
49574,Operations,region_14,Bachelor's,m,sourcing,1,31,3,5,1,0,59
73640,Procurement,region_16,Bachelor's,f,other,1,56,3,16,0,0,64
10700,Technology,region_31,Bachelor's,f,sourcing,1,29,,1,1,0,78
21237,Technology,region_22,Bachelor's,m,sourcing,2,40,4,5,1,0,79
23620,Finance,region_2,Below Secondary,m,other,2,24,,1,0,0,63
21188,Sales & Marketing,region_22,Bachelor's,f,other,1,37,3,5,0,0,48
14910,Sales & Marketing,region_20,Bachelor's,m,other,1,35,1,5,0,0,49
70076,Sales & Marketing,region_7,Master's & above,m,sourcing,1,38,1,10,0,0,52
39242,Sales & Marketing,region_31,,f,other,1,27,3,3,0,0,50
13801,Procurement,region_7,Bachelor's,m,other,1,56,5,8,1,0,69
60686,Sales & Marketing,region_16,Bachelor's,m,other,1,32,1,4,0,0,50
14929,Sales & Marketing,region_2,Bachelor's,m,other,2,39,1,3,1,0,51
73632,Sales & Marketing,region_27,Bachelor's,m,other,1,42,3,12,0,0,47
9342,Procurement,region_6,Bachelor's,f,other,1,34,2,8,0,0,71
1930,Procurement,region_2,Bachelor's,m,other,2,36,3,9,0,0,67
62588,Operations,region_11,Bachelor's,f,sourcing,1,34,5,7,1,0,65
36096,Technology,region_16,Bachelor's,m,other,1,28,3,4,0,0,78
31575,Procurement,region_7,Bachelor's,f,other,1,34,5,6,1,0,67
38068,Sales & Marketing,region_3,Master's & above,m,other,1,31,5,5,1,0,51
12610,Analytics,region_13,Bachelor's,m,other,1,29,5,6,0,0,83
42469,Finance,region_9,Bachelor's,m,other,2,24,,1,0,0,64
60710,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,35,1,5,0,0,51
19430,Finance,region_27,Bachelor's,m,other,2,24,,1,0,0,56
14071,Operations,region_21,Bachelor's,m,other,1,36,5,8,1,0,57
61512,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,50,1,4,0,0,50
6991,Sales & Marketing,region_22,,m,other,1,43,1,5,1,0,46
13517,Sales & Marketing,region_7,,m,other,1,23,1,2,0,0,49
75842,Analytics,region_32,Bachelor's,m,other,1,35,4,9,0,0,90
77918,Sales & Marketing,region_9,Master's & above,f,other,1,31,1,3,0,0,53
21416,HR,region_26,Bachelor's,m,sourcing,1,27,4,3,1,0,55
3148,Finance,region_2,Bachelor's,f,sourcing,1,32,5,7,0,0,58
23193,Operations,region_22,Bachelor's,m,other,1,53,4,26,0,0,53
10346,Procurement,region_23,Master's & above,f,other,1,33,4,6,0,0,67
11398,Operations,region_22,Bachelor's,m,sourcing,1,40,3,7,0,0,61
29071,Sales & Marketing,region_11,Bachelor's,m,other,1,32,2,5,0,0,53
58817,Operations,region_27,Master's & above,f,sourcing,1,40,4,11,1,0,65
20296,Analytics,region_7,Master's & above,m,sourcing,1,35,3,9,0,0,88
23393,Sales & Marketing,region_9,Master's & above,m,sourcing,1,30,2,7,0,0,49
70634,Technology,region_2,Bachelor's,f,referred,1,24,3,1,0,0,81
1947,Sales & Marketing,region_2,Master's & above,f,other,1,39,5,5,0,0,54
26493,Sales & Marketing,region_28,,m,other,1,28,2,4,0,0,48
10049,Technology,region_7,Master's & above,m,sourcing,1,45,1,16,1,0,78
25806,Operations,region_16,Master's & above,f,other,1,37,3,7,1,0,58
66131,Operations,region_15,Bachelor's,m,sourcing,1,43,4,10,0,0,65
76932,Operations,region_15,Bachelor's,f,other,1,29,3,7,0,0,61
46299,Finance,region_2,Bachelor's,f,other,2,28,5,6,1,0,60
19206,Sales & Marketing,region_13,Bachelor's,f,other,1,32,5,6,0,0,48
27123,Sales & Marketing,region_22,Bachelor's,m,other,1,27,5,3,1,0,47
14034,Operations,region_15,Master's & above,f,sourcing,1,33,2,7,0,1,73
33549,Operations,region_22,Master's & above,f,sourcing,3,35,3,9,0,0,70
38108,Sales & Marketing,region_22,Bachelor's,m,other,3,31,3,3,0,0,50
76755,Analytics,region_2,,m,other,1,33,3,4,0,0,89
58131,Operations,region_30,Bachelor's,m,sourcing,1,33,3,10,0,0,62
28215,Technology,region_13,Master's & above,m,sourcing,1,39,2,9,0,0,78
26732,Operations,region_4,Bachelor's,f,other,1,39,3,7,0,0,58
54949,Sales & Marketing,region_29,Master's & above,m,sourcing,1,36,5,8,0,0,48
54552,Sales & Marketing,region_4,Bachelor's,f,other,1,37,5,4,0,1,64
54364,R&D,region_26,Master's & above,m,other,1,34,2,5,0,0,86
18685,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,34,1,2,1,0,52
1298,Sales & Marketing,region_2,Bachelor's,m,other,1,29,5,2,0,0,52
72971,Technology,region_2,Below Secondary,m,other,1,26,5,3,1,1,80
9897,Finance,region_10,Bachelor's,m,sourcing,2,30,1,1,0,0,59
37279,R&D,region_4,Master's & above,m,sourcing,1,37,3,13,0,0,84
64803,Finance,region_6,Bachelor's,m,sourcing,1,30,3,8,0,0,58
39988,Sales & Marketing,region_6,Bachelor's,m,other,1,30,5,5,0,0,48
8168,Sales & Marketing,region_32,Bachelor's,m,other,1,25,,1,1,0,53
16720,Analytics,region_1,Bachelor's,m,sourcing,1,29,5,5,0,0,87
49957,Operations,region_2,Bachelor's,m,other,1,37,2,10,0,0,59
63386,Sales & Marketing,region_23,Bachelor's,m,other,1,26,1,3,0,0,51
3827,Operations,region_6,Bachelor's,f,sourcing,1,35,4,9,0,0,56
6757,Operations,region_4,Master's & above,m,other,1,42,4,5,1,0,55
43754,Analytics,region_19,Bachelor's,m,sourcing,1,32,3,6,0,0,85
54591,Sales & Marketing,region_22,,m,other,3,26,1,2,0,0,48
77334,HR,region_26,Bachelor's,f,sourcing,1,25,,1,0,0,51
7713,Sales & Marketing,region_22,Master's & above,m,other,3,32,3,6,0,0,49
53728,Technology,region_30,Bachelor's,m,sourcing,1,28,3,3,1,0,79
52397,Operations,region_22,Below Secondary,m,sourcing,1,22,,1,0,0,58
65468,Operations,region_2,Bachelor's,m,sourcing,3,39,4,7,0,0,62
8756,Sales & Marketing,region_19,Bachelor's,m,other,1,30,,1,0,0,59
20779,Technology,region_11,Master's & above,m,sourcing,1,33,4,4,0,0,75
7204,Operations,region_2,Bachelor's,m,other,1,28,3,3,0,0,63
72017,Analytics,region_28,Bachelor's,m,other,1,38,4,10,0,0,87
7336,Analytics,region_31,Bachelor's,m,other,1,30,4,7,1,0,82
71075,Technology,region_7,Bachelor's,f,other,2,25,4,4,0,0,82
21437,Operations,region_2,Master's & above,m,sourcing,2,34,3,8,0,0,61
11518,Sales & Marketing,region_2,Bachelor's,m,other,1,51,3,12,0,0,50
29110,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,27,3,3,0,0,44
69678,Sales & Marketing,region_7,Bachelor's,m,other,1,53,5,7,1,0,50
67659,Technology,region_24,Bachelor's,m,other,1,35,3,3,1,0,84
60170,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,33,1,6,1,0,50
74702,Operations,region_30,Bachelor's,m,sourcing,1,28,,1,0,0,61
46277,Sales & Marketing,region_2,Master's & above,m,other,1,41,4,13,0,0,48
21111,Procurement,region_31,Bachelor's,m,other,1,33,,1,0,0,69
76322,Technology,region_2,Bachelor's,m,other,2,28,,1,0,0,77
55970,Operations,region_2,Bachelor's,m,sourcing,1,43,3,16,0,0,56
65393,Operations,region_4,Bachelor's,m,other,1,25,4,2,0,0,59
64417,Procurement,region_15,Bachelor's,f,other,1,38,4,10,1,0,74
4071,Sales & Marketing,region_2,,f,other,1,22,,1,1,1,51
74647,Sales & Marketing,region_10,Master's & above,m,other,1,31,4,3,1,0,41
41952,Sales & Marketing,region_13,Bachelor's,m,other,1,50,1,6,0,0,49
9615,HR,region_2,Bachelor's,m,other,1,35,4,9,1,0,48
62571,Technology,region_10,Bachelor's,m,other,1,30,3,3,0,0,78
75064,Analytics,region_13,Bachelor's,f,other,1,30,3,4,0,0,83
25666,Sales & Marketing,region_11,Bachelor's,m,other,1,27,3,2,1,0,52
37386,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,2,18,0,0,48
70790,Legal,region_2,Bachelor's,f,sourcing,1,28,2,4,0,0,56
77900,Analytics,region_11,Bachelor's,m,other,1,24,3,2,1,0,82
28188,Sales & Marketing,region_1,,m,other,1,27,5,4,1,0,51
1029,Analytics,region_29,Bachelor's,m,sourcing,1,24,,1,0,0,87
63487,Sales & Marketing,region_22,Bachelor's,m,other,1,24,2,2,0,0,49
8132,Technology,region_11,Master's & above,f,other,1,37,1,4,0,0,80
28100,Finance,region_22,Bachelor's,f,sourcing,1,24,3,2,0,0,62
51375,HR,region_2,,m,other,1,41,1,13,0,0,52
77501,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,3,3,0,0,51
34103,Procurement,region_16,Bachelor's,m,other,1,27,4,4,0,0,65
37788,Operations,region_22,Bachelor's,f,referred,1,34,5,3,1,0,62
46789,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,33,3,7,1,0,47
51696,Sales & Marketing,region_10,Master's & above,f,other,1,31,3,3,0,0,45
21072,Legal,region_22,Bachelor's,m,other,1,26,3,2,0,0,61
43428,Operations,region_22,Master's & above,m,sourcing,2,32,4,6,1,0,64
16174,Procurement,region_15,Bachelor's,f,sourcing,2,30,5,4,1,0,70
46454,Technology,region_31,Bachelor's,f,sourcing,1,29,4,3,1,1,95
34944,Operations,region_2,Bachelor's,m,other,1,57,1,19,0,0,60
18184,Sales & Marketing,region_16,Master's & above,m,other,1,35,3,8,0,0,49
35231,Procurement,region_2,Bachelor's,m,sourcing,1,32,,1,0,0,68
14413,Sales & Marketing,region_1,Bachelor's,m,other,1,42,5,8,0,0,58
41383,Technology,region_29,Bachelor's,m,sourcing,1,30,3,5,0,0,79
10429,Operations,region_26,Master's & above,f,other,1,33,1,6,1,0,59
69731,Finance,region_25,Bachelor's,m,other,2,30,5,3,1,0,61
77335,Procurement,region_2,Master's & above,m,sourcing,1,35,3,10,0,0,65
48532,Operations,region_15,Master's & above,m,other,1,39,3,11,0,0,60
6703,HR,region_2,Below Secondary,m,sourcing,1,21,5,2,0,0,50
9250,Operations,region_19,Bachelor's,m,sourcing,2,33,3,9,0,0,58
62181,Procurement,region_2,Master's & above,m,sourcing,1,57,2,27,0,0,74
17307,Operations,region_27,Bachelor's,f,sourcing,1,37,4,10,0,0,61
24154,Operations,region_19,Bachelor's,m,sourcing,1,35,4,4,0,1,71
27998,Operations,region_16,Master's & above,f,other,1,41,5,7,1,0,57
76183,Technology,region_2,Master's & above,m,other,1,41,1,4,1,0,80
26559,Operations,region_2,Below Secondary,f,sourcing,1,24,3,2,0,0,61
30644,Sales & Marketing,region_11,Bachelor's,m,other,1,30,4,3,0,0,48
508,Analytics,region_4,Bachelor's,m,other,2,28,3,2,0,0,84
11851,Analytics,region_2,Bachelor's,m,other,1,24,,1,1,0,83
44301,Technology,region_11,Bachelor's,f,other,1,32,,1,0,0,80
64223,Procurement,region_14,Master's & above,f,other,1,33,3,6,0,0,72
5333,Technology,region_7,Master's & above,m,sourcing,1,39,3,4,0,0,78
49313,Operations,region_32,Bachelor's,f,other,1,27,4,2,0,0,65
52574,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,22,,1,0,0,50
52209,Sales & Marketing,region_2,,m,sourcing,1,21,1,2,0,0,53
2348,Sales & Marketing,region_2,Bachelor's,m,other,2,31,3,3,1,0,49
7908,Technology,region_33,Master's & above,m,other,1,46,3,17,0,0,83
68694,Technology,region_22,Bachelor's,m,other,2,33,3,5,0,0,77
58846,Sales & Marketing,region_2,Bachelor's,m,referred,1,33,3,5,1,0,49
61532,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,35,3,6,1,0,49
13168,Technology,region_33,Bachelor's,m,sourcing,1,27,3,3,1,0,81
27066,Finance,region_4,Master's & above,m,sourcing,1,52,5,18,0,0,58
59314,Operations,region_31,Bachelor's,m,sourcing,1,26,2,3,0,0,57
46951,Sales & Marketing,region_7,Bachelor's,f,other,1,36,1,3,0,0,51
56835,Sales & Marketing,region_22,Bachelor's,m,other,1,28,2,2,0,0,49
34065,Technology,region_2,Bachelor's,f,sourcing,1,33,4,6,0,0,82
59657,Sales & Marketing,region_15,Bachelor's,m,other,1,35,2,10,0,0,51
51484,Sales & Marketing,region_19,Bachelor's,m,other,1,32,1,4,0,0,50
40768,Legal,region_26,Bachelor's,m,sourcing,1,41,3,10,0,0,61
68439,Procurement,region_23,Bachelor's,m,other,1,33,2,6,0,0,75
19636,Technology,region_13,Bachelor's,m,sourcing,1,29,2,5,1,0,79
2538,Analytics,region_2,Bachelor's,m,other,2,54,5,18,1,0,85
66849,Operations,region_32,Bachelor's,m,other,1,32,1,6,0,0,56
5927,Operations,region_6,Bachelor's,m,other,1,26,4,5,0,0,60
62880,Sales & Marketing,region_1,Master's & above,m,sourcing,1,29,3,5,0,0,56
13717,Procurement,region_7,Master's & above,f,other,1,46,5,7,0,0,81
56348,R&D,region_2,Bachelor's,m,sourcing,1,31,3,7,1,0,87
44247,Operations,region_15,Master's & above,f,other,1,53,4,7,0,0,64
6179,Operations,region_15,Master's & above,m,other,1,48,3,16,0,0,56
1702,Operations,region_22,Bachelor's,m,other,1,28,3,2,0,0,56
34210,Procurement,region_2,Master's & above,m,sourcing,1,41,3,11,0,0,83
64882,HR,region_2,Bachelor's,f,other,1,49,5,5,0,0,50
50804,Technology,region_31,Master's & above,m,other,2,44,3,7,1,0,81
75041,Procurement,region_22,Bachelor's,m,sourcing,2,29,3,2,0,0,67
5124,Analytics,region_15,Bachelor's,m,sourcing,1,35,5,8,1,0,86
68259,Procurement,region_28,Master's & above,m,other,1,34,4,9,0,0,72
46498,Technology,region_2,Master's & above,f,sourcing,2,49,4,9,0,0,78
27414,Operations,region_26,Master's & above,m,other,1,32,3,5,0,0,63
4188,Operations,region_10,Master's & above,f,sourcing,1,31,2,3,1,0,59
56156,HR,region_2,Below Secondary,m,other,1,22,,1,0,0,51
51549,Operations,region_21,Bachelor's,f,other,1,40,5,4,1,0,61
7129,Sales & Marketing,region_22,Master's & above,m,other,1,40,1,4,1,0,50
32773,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,45,4,6,1,0,52
74729,Operations,region_24,Bachelor's,f,other,1,32,5,3,1,0,61
74515,Technology,region_15,Bachelor's,m,other,1,31,3,5,1,0,78
31413,Sales & Marketing,region_16,Bachelor's,f,other,1,30,3,3,0,0,48
12984,Operations,region_19,Bachelor's,f,other,2,28,5,3,0,0,56
55670,Procurement,region_2,Bachelor's,m,sourcing,1,37,3,11,0,0,70
12311,Procurement,region_22,Bachelor's,m,other,1,28,3,6,0,0,72
46433,Analytics,region_7,Bachelor's,m,sourcing,1,30,3,5,0,0,79
14396,Operations,region_2,Bachelor's,m,other,1,41,4,11,0,0,62
62286,Analytics,region_22,Bachelor's,m,sourcing,1,29,3,3,1,0,89
8051,Sales & Marketing,region_28,Bachelor's,f,other,1,29,3,5,1,0,48
7778,Technology,region_7,Bachelor's,m,sourcing,2,41,2,12,0,0,78
21243,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,37,5,8,1,0,53
47170,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,28,5,7,1,0,52
66485,Analytics,region_22,Bachelor's,f,other,3,29,4,3,0,0,86
40255,Operations,region_7,Bachelor's,m,sourcing,1,37,5,4,1,0,59
23357,Operations,region_19,Bachelor's,f,sourcing,1,37,1,5,0,0,61
38636,Operations,region_15,Bachelor's,f,other,1,39,5,9,1,0,51
76302,Sales & Marketing,region_16,Bachelor's,m,other,1,25,5,2,0,0,50
65251,Sales & Marketing,region_26,Bachelor's,m,other,1,29,4,4,0,0,46
14065,Finance,region_11,Bachelor's,m,other,1,31,4,4,0,0,61
53929,Analytics,region_7,Bachelor's,m,other,1,29,3,7,0,0,86
30819,Sales & Marketing,region_2,Bachelor's,m,other,2,48,3,15,0,0,51
37527,Technology,region_26,Bachelor's,f,sourcing,1,43,3,11,0,0,78
24675,Sales & Marketing,region_24,Bachelor's,m,other,1,36,3,10,0,0,50
2482,Procurement,region_2,Bachelor's,m,other,1,27,5,2,1,0,67
42683,Legal,region_29,Bachelor's,m,sourcing,1,30,,1,0,0,56
26508,Operations,region_22,Master's & above,m,other,1,37,1,11,0,0,62
26606,Technology,region_2,Master's & above,m,other,1,56,4,26,0,0,73
11967,HR,region_22,Master's & above,m,sourcing,1,37,1,2,0,0,49
